problem_type	constraint_class	instance	source_file
NLP	general	test_quadratic_duplicate_terms	test_quadratic.jl
NLP	general	test_quadratic_integration	test_quadratic.jl
NLP	equality	test_quadratic_nonconvex_constraint_basic	test_quadratic.jl
NLP	general	test_quadratic_nonconvex_constraint_integration	test_quadratic.jl
NLP	equality	test_quadratic_nonhomogeneous	test_quadratic.jl
LP	equality	test_solve_DualStatus_INFEASIBILITY_CERTIFICATE_EqualTo_lower	test_solve.jl
LP	equality	test_solve_DualStatus_INFEASIBILITY_CERTIFICATE_EqualTo_upper	test_solve.jl
LP	general	test_solve_DualStatus_INFEASIBILITY_CERTIFICATE_GreaterThan	test_solve.jl
LP	general	test_solve_DualStatus_INFEASIBILITY_CERTIFICATE_Interval_lower	test_solve.jl
LP	general	test_solve_DualStatus_INFEASIBILITY_CERTIFICATE_Interval_upper	test_solve.jl
LP	general	test_solve_DualStatus_INFEASIBILITY_CERTIFICATE_LessThan	test_solve.jl
LP	general	test_solve_DualStatus_INFEASIBILITY_CERTIFICATE_VariableIndex_LessThan	test_solve.jl
LP	general	test_solve_DualStatus_INFEASIBILITY_CERTIFICATE_VariableIndex_LessThan_max	test_solve.jl
LP	bound-constrained	test_solve_ObjectiveBound_MAX_SENSE_IP	test_solve.jl
LP	bound-constrained	test_solve_ObjectiveBound_MAX_SENSE_LP	test_solve.jl
LP	bound-constrained	test_solve_ObjectiveBound_MIN_SENSE_IP	test_solve.jl
LP	bound-constrained	test_solve_ObjectiveBound_MIN_SENSE_LP	test_solve.jl
LP	unconstrained	test_solve_TerminationStatus_DUAL_INFEASIBLE	test_solve.jl
LP	bound-constrained	test_solve_VariableIndex_ConstraintDual_MAX_SENSE	test_solve.jl
LP	bound-constrained	test_solve_VariableIndex_ConstraintDual_MIN_SENSE	test_solve.jl
LP	general	test_solve_conflict_EqualTo	test_solve.jl
LP	general	test_solve_conflict_NOT_IN_CONFLICT	test_solve.jl
LP	general	test_solve_conflict_affine_affine	test_solve.jl
LP	bound-constrained	test_solve_conflict_bound_bound	test_solve.jl
LP	general	test_solve_conflict_feasible	test_solve.jl
LP	bound-constrained	test_solve_conflict_invalid_interval	test_solve.jl
LP	general	test_solve_conflict_two_affine	test_solve.jl
LP	general	test_solve_conflict_zeroone	test_solve.jl
LP	equality	test_solve_conflict_zeroone_2	test_solve.jl
LP	bound-constrained	test_solve_optimize_twice	test_solve.jl
LP	bound-constrained	test_solve_result_index	test_solve.jl
LP	bound-constrained	test_variable_delete_Nonnegatives	test_variable.jl
LP	bound-constrained	test_variable_delete_Nonnegatives_row	test_variable.jl
NLP	general	test_variable_delete_SecondOrderCone	test_variable.jl
LP	bound-constrained	test_variable_solve_with_lowerbound	test_variable.jl
LP	bound-constrained	test_variable_solve_with_upperbound	test_variable.jl
NLP	general	test_vector_nonlinear_oracle	test_nonlinear.jl
NLP	general	test_vector_nonlinear_oracle_no_hessian	test_nonlinear.jl
